tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;snow;snowdepth;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;moonphase
8.0;-2.9;2.1;5.1;-6.5;-0.8;-1.1;80.7;0.0;0;0.0;0.0;0.0;21.1;78.2;1031.5;35.3;25.4;127.2;10.1;5;0.12
6.0;1.2;4.5;2.9;-0.7;0.7;-1.0;68.4;0.0;0;0.0;0.0;0.0;33.8;140.9;1021.2;76.0;23.9;108.5;8.5;5;0.15
11.2;4.5;6.8;11.2;-0.6;2.7;2.1;72.1;0.655;100;12.5;0.0;0.1;43.2;150.5;1003.7;80.2;14.5;76.8;6.7;4;0.19
9.7;3.8;6.9;5.9;0.5;3.3;4.6;86.1;14.962;100;8.33;0.0;0.0;42.8;188.1;1004.4;91.2;11.8;38.2;3.3;2;0.22
10.5;3.1;6.3;10.5;-0.5;3.5;2.4;78.6;2.227;100;4.17;0.0;0.1;30.2;188.7;1007.4;78.0;14.8;135.3;11.8;5;0.25
11.2;6.8;8.1;11.2;2.6;5.3;6.0;86.5;2.956;100;12.5;0.0;0.0;33.1;153.3;994.5;87.8;15.4;67.3;5.8;4;0.28
9.1;5.0;6.8;6.7;1.1;3.4;4.2;84.2;3.952;100;8.33;0.0;0.0;38.2;163.1;997.2;80.4;15.7;80.8;7.0;5;0.31
11.1;5.7;8.3;11.1;2.1;4.8;4.5;77.7;8.523;100;12.5;0.0;0.0;47.6;178.7;995.8;71.8;16.1;111.8;9.5;6;0.35
10.6;2.7;6.2;10.6;-0.4;3.2;3.0;80.5;1.774;100;8.33;0.0;0.0;24.4;228.8;1018.7;44.9;19.3;84.8;7.3;4;0.38
10.7;1.8;7.0;10.7;-0.7;4.9;2.4;73.0;0.0;0;0.0;0.0;0.0;23.7;200.6;1016.7;74.2;24.0;59.4;5.0;3;0.41
9.1;3.8;6.2;6.2;0.4;3.4;2.4;78.3;0.233;100;8.33;0.0;0.0;23.9;282.6;1019.7;75.0;18.2;110.9;9.4;5;0.44
13.6;2.3;7.5;13.6;-0.6;5.5;3.5;76.8;0.082;100;12.5;0.0;0.0;34.7;235.2;1027.1;48.8;23.2;105.5;8.9;4;0.47
12.7;-0.2;7.5;12.7;-1.2;6.4;3.5;76.5;0.001;100;4.17;0.0;0.0;22.0;148.8;1038.7;20.6;20.3;159.3;13.7;6;0.5
13.4;6.0;10.1;13.4;2.2;8.8;2.7;61.7;0.0;0;0.0;0.0;0.0;34.7;113.6;1033.2;22.2;22.8;160.3;13.7;6;0.54
10.2;6.1;8.2;10.2;2.7;5.5;2.2;65.8;0.0;0;0.0;0.0;0.0;27.7;134.3;1025.3;39.3;20.6;140.8;12.0;5;0.58
12.6;7.2;9.2;12.6;4.4;7.6;4.7;73.7;0.0;0;0.0;0.0;0.0;22.1;124.9;1023.4;76.3;17.3;96.5;8.3;5;0.61
15.6;8.1;11.2;15.6;6.3;10.0;6.9;75.6;0.0;0;0.0;0.0;0.0;25.2;126.7;1024.4;41.3;14.5;155.6;13.5;6;0.65
15.6;3.3;10.0;15.6;0.8;9.4;4.1;67.8;0.0;0;0.0;0.0;0.0;17.3;138.3;1027.6;25.7;16.3;152.4;13.3;5;0.69
17.1;3.7;10.0;17.1;2.1;9.6;5.3;74.5;0.0;0;0.0;0.0;0.0;14.0;279.5;1029.3;49.9;18.1;119.5;10.5;6;0.72
15.3;4.2;9.1;15.3;2.7;8.4;5.7;81.3;0.0;0;0.0;0.0;0.0;14.7;59.9;1031.3;62.9;12.1;134.5;11.7;5;0.75
15.3;0.4;7.8;15.3;-1.6;7.1;3.2;75.6;0.0;0;0.0;0.0;0.0;16.6;48.7;1033.5;17.5;8.9;164.4;14.4;6;0.79
13.4;2.8;7.9;13.4;0.5;6.9;4.8;81.6;0.0;0;0.0;0.0;0.0;17.3;72.4;1031.0;21.6;12.7;179.9;15.0;6;0.83
15.1;0.1;7.2;15.1;-2.3;6.5;4.1;82.9;0.0;0;0.0;0.0;0.0;16.1;48.4;1022.4;28.6;11.6;172.3;14.9;6;0.86
12.6;3.9;8.3;12.6;1.9;7.4;6.7;90.5;0.001;100;4.17;0.0;0.0;14.5;25.8;1013.4;75.6;6.0;96.2;8.2;4;0.9
7.1;1.6;5.6;7.1;-2.5;2.6;3.3;85.4;0.075;100;4.17;0.0;0.0;29.9;25.7;1009.5;87.1;14.6;40.1;3.4;2;0.94
7.4;0.2;3.6;4.3;-4.4;-0.6;-3.2;62.0;0.701;100;8.33;0.1;0.0;28.8;14.0;1017.8;54.6;28.1;144.7;12.6;5;0.97
8.1;-2.5;2.9;5.4;-7.7;-1.1;-1.2;76.8;1.983;100;4.17;0.0;0.0;23.6;314.8;1023.3;49.8;21.3;134.9;11.7;7;0.0
8.6;0.0;4.8;5.8;-1.5;1.9;2.0;83.3;0.882;100;8.33;0.0;0.0;22.4;343.8;1024.3;68.5;20.2;97.7;8.5;4;0.04
11.8;-2.9;4.8;11.8;-7.3;2.3;0.6;77.4;0.0;0;0.0;0.0;0.0;26.4;260.6;1025.2;49.2;24.0;159.0;13.6;5;0.07
12.9;8.0;10.7;12.9;4.3;9.3;9.1;90.0;1.259;100;8.33;0.0;0.0;44.0;275.0;1013.5;90.7;14.2;59.9;5.4;2;0.1
12.0;8.8;10.0;12.0;5.0;7.9;6.7;80.2;0.101;100;8.33;0.0;0.0;35.9;260.2;1007.0;88.3;16.2;80.2;6.8;4;0.14
10.9;6.1;8.0;10.9;1.3;4.5;4.7;80.1;2.688;100;8.33;0.0;0.0;46.7;250.2;988.8;76.6;16.5;148.6;12.9;6;0.17
10.1;3.7;6.9;10.1;0.0;2.6;1.4;68.8;0.017;100;4.17;0.0;0.0;47.4;286.3;989.1;75.4;19.9;139.6;12.1;5;0.2
8.7;-1.6;2.9;5.5;-5.7;-1.0;-0.6;78.8;0.0;0;0.0;0.0;0.0;28.2;311.8;1003.7;36.1;21.7;133.9;11.4;5;0.23
9.9;-0.9;4.3;8.3;-5.5;0.9;-0.8;71.4;0.0;0;0.0;0.0;0.0;21.0;259.1;1016.6;44.4;23.3;182.7;15.9;7;0.25
9.8;-0.7;6.3;6.9;-3.2;3.4;1.8;73.3;0.0;0;0.0;0.0;0.0;26.8;147.0;1014.1;75.0;20.8;77.0;6.6;3;0.3
11.3;7.9;9.7;11.3;4.1;8.0;4.2;69.2;1.983;100;4.17;0.0;0.0;36.6;123.1;1004.3;89.8;21.7;145.7;12.4;8;0.33
9.7;6.6;8.6;8.0;5.1;6.7;7.7;94.1;0.0;0;0.0;0.0;0.0;17.0;62.6;1003.1;80.4;8.9;26.6;2.4;1;0.36
15.5;8.2;11.6;15.5;6.2;10.9;8.2;80.8;0.0;0;0.0;0.0;0.0;15.3;235.3;1012.7;76.3;15.0;129.1;11.1;7;0.39
13.9;4.4;10.4;13.9;3.1;10.0;7.2;80.7;0.0;0;0.0;0.0;0.0;19.8;171.9;1018.7;77.4;20.6;99.9;8.7;3;0.42
16.8;8.5;12.7;16.8;7.8;12.6;9.3;80.9;0.0;0;0.0;0.0;0.0;19.9;146.4;1021.9;79.5;19.0;94.3;8.3;3;0.46
15.4;5.7;11.0;15.4;4.2;10.7;7.0;77.5;0.0;0;0.0;0.0;0.0;21.6;190.3;1025.0;78.1;21.8;164.3;14.2;7;0.5
12.3;8.1;10.7;12.3;5.2;10.1;8.4;86.2;1.877;100;16.67;0.0;0.0;23.2;175.7;1017.0;88.4;14.1;53.5;4.6;2;0.52
11.1;3.2;7.8;11.1;-0.1;5.9;4.3;79.5;1.745;100;8.33;0.0;0.0;17.9;232.5;1015.3;66.1;21.2;128.5;11.2;4;0.56
11.8;2.2;7.1;11.8;-0.3;5.5;2.9;76.2;0.001;100;4.17;0.0;0.0;14.9;255.1;1018.7;35.8;24.8;176.2;15.1;7;0.59
14.2;-1.4;7.1;14.2;-2.6;6.4;2.7;76.4;0.0;0;0.0;0.0;0.0;21.3;103.4;1017.6;21.6;23.5;227.3;19.8;7;0.63
13.5;3.5;9.9;13.5;0.7;9.2;5.5;75.3;0.0;0;0.0;0.0;0.0;27.9;84.4;1012.6;68.9;18.0;206.6;17.8;8;0.67
14.1;7.8;10.2;14.1;4.3;8.7;5.7;74.0;0.0;0;0.0;0.0;0.0;32.4;56.1;1012.6;52.0;18.1;115.0;9.8;6;0.7
13.2;7.0;10.0;13.2;3.2;8.3;5.6;74.6;0.0;0;0.0;0.0;0.0;34.2;50.8;1010.0;52.2;18.9;102.5;8.8;6;0.75
13.0;6.2;9.9;13.0;2.8;8.1;5.2;74.0;0.0;0;0.0;0.0;0.0;31.8;56.4;1013.6;25.7;19.2;189.8;16.3;7;0.77
11.1;5.1;8.3;11.1;3.2;6.2;3.8;74.4;0.0;0;0.0;0.0;0.0;22.6;79.6;1018.0;51.8;19.7;230.6;19.8;8;0.81
12.1;2.5;7.8;12.1;0.7;6.7;4.6;81.6;0.0;0;0.0;0.0;0.0;27.0;79.9;1022.3;51.1;17.2;193.9;16.7;8;0.84
11.9;1.6;7.3;11.9;-0.1;5.8;4.0;80.6;0.001;100;4.17;0.0;0.0;21.9;77.8;1028.0;39.6;17.1;174.0;15.0;7;0.88
11.5;1.2;6.4;11.5;-1.3;5.2;2.9;80.0;0.0;0;0.0;0.0;0.0;17.9;93.2;1031.9;55.2;20.9;188.7;16.3;9;0.91
12.9;0.2;6.8;12.9;-1.4;5.8;3.0;78.0;0.0;0;0.0;0.0;0.0;17.3;81.4;1032.4;68.0;17.3;221.6;19.1;8;0.95
11.9;6.4;9.7;11.9;5.0;9.2;8.0;89.3;4.755;100;12.5;0.0;0.0;16.2;227.3;1027.8;91.2;10.4;65.5;5.8;3;0.0
12.5;9.3;10.4;12.5;7.2;9.6;9.4;93.5;10.426;100;8.33;0.0;0.0;20.2;245.7;1019.7;92.0;10.9;90.7;7.8;5;0.02
14.0;7.6;10.7;14.0;6.6;10.6;9.4;92.1;0.076;100;8.33;0.0;0.0;11.4;56.4;1021.3;88.9;10.1;90.7;7.9;3;0.05
16.1;9.2;12.6;16.1;9.1;12.5;9.7;83.8;0.269;100;8.33;0.0;0.0;20.0;201.9;1020.2;87.7;17.4;116.5;10.0;5;0.09
16.3;10.8;12.8;16.3;10.8;12.8;8.8;77.0;0.003;100;4.17;0.0;0.0;31.5;278.7;1018.8;79.0;22.1;198.5;17.2;8;0.12
16.1;8.9;13.0;16.1;7.0;12.5;9.3;79.0;0.001;100;4.17;0.0;0.0;15.8;244.9;1023.4;87.3;24.4;125.4;10.9;7;0.15
14.6;10.7;13.0;14.6;10.7;13.0;10.7;86.1;9.212;100;12.5;0.0;0.0;21.4;241.5;1022.9;87.4;20.3;103.2;8.9;7;0.18
14.9;5.5;10.7;14.9;4.2;10.1;8.5;87.0;0.896;100;12.5;0.0;0.0;14.3;59.0;1027.8;79.4;12.3;182.5;15.8;9;0.22
18.6;4.7;12.5;18.6;4.2;12.3;7.4;73.2;0.0;0;0.0;0.0;0.0;23.2;165.4;1025.4;57.2;19.5;239.5;20.6;9;0.25
14.9;10.9;13.1;14.9;10.9;13.1;9.4;78.4;0.256;100;8.33;0.0;0.0;36.0;194.0;1014.7;89.6;18.8;96.5;8.3;3;0.25
16.0;9.4;12.3;16.0;7.0;11.9;7.3;72.8;2.086;100;12.5;0.0;0.0;34.6;233.0;1008.4;69.9;22.0;273.6;23.9;8;0.31
15.1;9.0;11.4;15.1;6.4;10.7;6.7;73.4;0.166;100;12.5;0.0;0.0;32.3;258.6;1006.4;62.3;21.2;184.9;15.9;9;0.35
14.1;6.6;10.3;14.1;4.0;9.3;6.3;77.3;0.406;100;8.33;0.0;0.0;25.8;235.2;1014.5;78.6;21.5;184.7;16.0;9;0.38
17.7;10.1;13.3;17.7;10.1;13.3;6.9;66.6;0.495;100;8.33;0.0;0.0;34.4;253.5;1014.9;79.0;19.8;201.5;17.4;8;0.41
16.3;8.8;12.8;16.3;6.9;12.4;8.4;75.7;0.0;0;0.0;0.0;0.0;17.3;162.2;1019.0;64.2;16.8;232.6;20.0;8;0.44
16.1;9.3;13.0;16.1;7.9;12.7;9.8;81.5;0.0;0;0.0;0.0;0.0;23.1;84.9;1013.1;83.6;14.1;176.8;15.3;7;0.48
19.0;12.2;15.1;19.0;12.2;15.1;11.5;80.9;6.237;100;12.5;0.0;0.0;23.9;157.5;1007.9;83.4;13.6;178.1;15.3;9;0.5
15.4;10.5;12.8;15.4;10.5;12.8;10.3;84.9;10.25;100;8.33;0.0;0.0;23.4;158.3;1009.9;84.5;14.7;38.3;3.4;2;0.54
15.9;10.1;12.9;15.9;10.1;12.9;8.1;73.3;0.928;100;8.33;0.0;0.0;37.2;179.7;1010.9;60.0;19.8;207.5;18.1;10;0.58
16.9;7.6;12.6;16.9;5.2;11.9;6.5;67.8;2.228;100;4.17;0.0;0.0;32.1;209.1;1014.5;47.4;26.1;255.8;22.1;8;0.61
15.6;10.0;13.0;15.6;10.0;13.0;8.0;72.5;0.487;100;4.17;0.0;0.0;35.4;222.1;1013.0;70.6;22.7;171.4;14.9;7;0.65
16.9;10.1;13.0;16.9;10.1;13.0;8.6;75.0;0.077;100;8.33;0.0;0.0;20.6;220.9;1016.4;75.4;21.1;163.1;14.2;8;0.68
17.4;11.6;14.0;17.4;11.6;14.0;9.8;76.5;0.852;100;12.5;0.0;0.0;27.5;223.0;1008.3;77.7;20.7;112.5;9.6;5;0.75
14.5;9.0;11.2;14.5;7.1;10.9;8.0;81.0;0.719;100;16.67;0.0;0.0;26.9;274.1;1002.5;84.7;20.0;179.3;15.2;10;0.75
15.7;8.0;11.6;15.7;5.2;10.6;6.8;73.9;0.297;100;8.33;0.0;0.0;28.4;270.3;1005.4;82.0;24.7;166.8;14.6;8;0.79
16.3;9.9;12.9;16.3;7.2;12.8;8.6;75.7;0.648;100;12.5;0.0;0.0;36.5;256.8;1008.4;79.4;22.8;209.6;18.1;10;0.82
17.0;9.3;13.5;17.0;6.5;13.4;9.4;77.8;2.231;100;8.33;0.0;0.0;36.6;258.2;1017.2;71.9;18.2;196.9;17.3;7;0.86
16.8;7.0;11.6;16.8;3.4;10.4;5.0;65.2;0.0;0;0.0;0.0;0.0;29.9;281.6;1026.4;47.7;24.1;282.6;24.4;10;0.89
15.9;3.9;10.5;15.9;2.3;9.9;5.5;72.7;0.0;0;0.0;0.0;0.0;14.9;14.1;1027.8;53.6;27.1;233.6;20.1;9;0.93
13.0;3.2;9.2;13.0;0.2;8.2;4.9;75.9;0.0;0;0.0;0.0;0.0;24.5;18.0;1022.4;60.0;28.3;207.0;17.8;8;0.96
13.1;5.6;9.1;13.1;2.8;7.6;6.1;82.1;0.358;100;12.5;0.0;0.0;25.5;279.0;1012.9;85.7;20.6;143.0;12.3;9;0.0
14.0;3.9;9.3;14.0;0.5;7.9;6.4;83.2;4.071;100;12.5;0.0;0.0;30.4;288.9;1012.9;72.3;20.3;143.3;12.4;6;0.03
16.0;6.6;11.3;16.0;4.7;10.2;6.7;75.7;0.55;100;4.17;0.0;0.0;17.0;306.2;1017.8;59.6;21.5;241.5;20.8;8;0.07
15.4;4.0;11.1;15.4;2.7;10.8;6.7;76.4;0.15;100;4.17;0.0;0.0;15.5;159.5;1018.1;64.3;22.0;155.5;13.5;7;0.1
14.8;8.8;12.2;14.8;8.1;12.0;9.6;84.9;7.025;100;12.5;0.0;0.0;23.5;49.7;1019.5;73.4;16.8;197.2;17.1;10;0.13
14.0;10.9;12.4;14.0;10.9;12.4;8.4;76.7;0.0;0;0.0;0.0;0.0;31.6;67.0;1022.6;81.8;18.6;215.9;18.7;10;0.17
11.9;10.3;10.8;11.9;10.3;10.8;9.4;91.2;3.859;100;12.5;0.0;0.0;25.1;70.5;1017.6;90.4;10.6;41.4;3.6;1;0.2
15.5;8.6;12.3;15.5;6.9;12.1;8.5;78.9;1.013;100;4.17;0.0;0.0;18.8;85.5;1015.0;69.1;23.1;217.7;18.9;8;0.23
16.0;4.9;11.7;16.0;3.9;11.5;8.8;83.7;0.0;0;0.0;0.0;0.0;20.3;121.4;1009.3;63.6;22.3;184.3;16.0;9;0.25
17.1;12.0;14.5;17.1;12.0;14.5;10.0;76.1;1.399;100;12.5;0.0;0.0;34.8;249.3;1001.8;68.4;20.9;301.6;26.1;10;0.3
20.3;10.8;14.8;20.3;10.8;14.8;10.4;76.2;3.857;100;8.33;0.0;0.0;27.1;214.8;1008.6;70.5;19.7;184.5;15.9;9;0.33
17.9;12.0;14.6;17.9;12.0;14.6;9.8;73.3;6.281;100;8.33;0.0;0.0;33.1;220.1;1010.6;49.7;18.4;224.9;19.4;8;0.37
17.7;11.5;14.0;17.7;11.5;14.0;8.9;72.3;0.529;100;8.33;0.0;0.0;32.6;237.4;1015.3;66.6;21.1;226.9;19.5;9;0.4
15.1;10.3;12.6;15.1;10.3;12.6;8.0;74.3;0.152;100;8.33;0.0;0.0;36.8;261.1;1022.2;75.8;18.8;126.3;11.0;6;0.43
15.0;10.2;12.8;15.0;10.2;12.8;7.9;72.8;0.198;100;4.17;0.0;0.0;18.9;258.0;1024.5;89.7;24.8;104.0;8.9;3;0.47
17.1;10.8;13.9;17.1;10.8;13.9;7.0;63.8;0.0;0;0.0;0.0;0.0;17.3;199.7;1020.6;83.6;25.6;154.3;13.1;6;0.5
19.6;9.3;15.2;19.6;8.5;15.1;8.6;65.8;0.0;0;0.0;0.0;0.0;16.5;197.1;1018.9;67.2;25.8;194.5;17.1;7;0.53
22.0;10.7;16.8;22.0;10.7;16.8;10.6;68.8;0.0;0;0.0;0.0;0.0;18.4;181.0;1019.4;82.5;28.1;205.7;17.8;7;0.57
19.1;13.4;17.0;19.1;13.4;17.0;11.9;73.0;0.017;100;4.17;0.0;0.0;25.6;243.3;1016.2;89.6;21.8;130.2;11.3;10;0.6
15.3;6.8;12.0;15.3;4.1;11.6;6.5;70.4;0.0;0;0.0;0.0;0.0;23.3;286.4;1021.5;78.8;23.7;158.7;13.7;4;0.64
16.7;8.3;12.5;16.7;5.1;11.8;7.5;72.6;0.0;0;0.0;0.0;0.0;29.7;328.2;1018.9;68.4;22.0;144.5;12.3;8;0.67
19.9;6.0;13.9;19.9;3.8;13.3;8.3;71.3;0.0;0;0.0;0.0;0.0;16.1;262.1;1020.5;40.5;23.7;294.4;25.6;9;0.7
18.3;11.1;14.9;18.3;11.1;14.9;11.8;81.8;0.002;100;8.33;0.0;0.0;16.8;245.4;1015.3;76.6;19.4;135.6;11.7;7;0.75
19.2;14.2;16.5;19.2;14.2;16.5;13.5;82.6;0.596;100;4.17;0.0;0.0;11.7;182.3;1014.8;89.2;17.5;117.5;10.2;4;0.77
20.9;13.7;17.4;20.9;13.7;17.4;13.6;78.7;0.0;0;0.0;0.0;0.0;12.5;252.3;1008.4;79.4;24.8;221.9;19.4;10;0.81
17.2;12.3;15.0;17.2;12.3;15.0;11.8;81.4;0.361;100;12.5;0.0;0.0;28.3;157.2;997.6;63.3;22.1;116.0;10.0;6;0.84
17.0;9.8;12.9;17.0;6.4;12.5;7.4;70.9;2.879;100;16.67;0.0;0.0;31.3;200.0;996.1;76.9;22.9;239.8;20.5;9;0.87
17.7;11.1;13.6;17.7;11.1;13.6;10.1;80.0;7.254;100;16.67;0.0;0.0;30.8;206.5;999.3;84.8;17.2;130.0;11.5;8;0.91
16.1;8.6;12.7;16.1;6.1;12.3;7.4;71.4;0.415;100;8.33;0.0;0.0;24.0;228.6;1010.7;75.5;21.2;160.2;14.0;7;0.94
18.2;13.0;15.0;18.2;13.0;15.0;10.7;76.0;7.272;100;12.5;0.0;0.0;33.3;186.6;1005.6;80.9;17.1;204.4;17.8;8;0.98
18.0;11.3;14.3;18.0;11.3;14.3;9.6;74.2;1.497;100;4.17;0.0;0.0;17.9;208.0;1006.7;84.6;20.7;263.0;22.7;10;0.0
17.1;11.3;13.9;17.1;11.3;13.9;10.3;79.7;3.14;100;8.33;0.0;0.0;20.8;274.0;1010.0;87.9;22.5;148.8;12.8;6;0.05
16.7;11.8;13.9;16.7;11.8;13.9;11.1;83.9;0.594;100;16.67;0.0;0.0;22.1;225.0;1012.0;88.7;18.5;129.6;11.1;6;0.08
19.1;10.9;14.0;19.1;10.9;14.0;10.3;79.2;0.0;0;0.0;0.0;0.0;22.3;245.9;1013.2;72.2;21.0;246.5;21.3;9;0.11
16.9;10.5;13.6;16.9;10.5;13.6;9.6;77.5;0.0;0;0.0;0.0;0.0;28.8;271.0;1019.3;83.3;18.8;172.2;14.9;9;0.15
17.8;11.1;13.6;17.8;11.1;13.6;9.0;74.4;0.0;0;0.0;0.0;0.0;28.8;268.0;1021.2;83.9;25.7;180.3;15.6;7;0.18
18.7;12.0;15.4;18.7;12.0;15.4;12.6;84.2;0.0;0;0.0;0.0;0.0;24.8;275.8;1026.0;91.3;18.5;95.3;8.2;5;0.22
19.8;14.0;16.6;19.8;14.0;16.6;13.5;82.4;0.0;0;0.0;0.0;0.0;39.2;269.5;1028.0;90.1;21.1;140.8;12.0;5;0.25
22.0;13.3;17.7;22.0;13.3;17.7;13.2;76.4;0.0;0;0.0;0.0;0.0;29.2;289.7;1031.7;71.1;23.7;205.3;17.8;8;0.25
20.7;11.8;16.7;20.7;11.8;16.7;13.2;80.7;0.0;0;0.0;0.0;0.0;24.2;278.0;1034.1;79.4;20.8;175.1;15.0;8;0.32
20.7;15.1;17.6;20.7;15.1;17.6;14.1;80.3;0.0;0;0.0;0.0;0.0;19.7;293.4;1033.1;84.3;21.7;155.3;13.3;6;0.35
21.4;12.0;17.3;21.4;12.0;17.3;13.4;78.9;0.0;0;0.0;0.0;0.0;17.3;93.2;1027.9;55.6;24.1;280.4;24.3;8;0.39
26.4;9.7;18.8;26.4;9.5;18.8;11.7;67.0;0.0;0;0.0;0.0;0.0;24.3;178.6;1021.0;70.8;26.6;231.5;20.1;10;0.42
22.0;15.8;18.9;22.0;15.8;18.9;14.3;75.2;0.0;0;0.0;0.0;0.0;21.6;243.1;1019.9;89.7;24.1;133.3;11.5;6;0.46
20.1;9.8;15.3;20.1;7.5;15.2;9.1;68.2;0.0;0;0.0;0.0;0.0;24.6;281.4;1024.3;69.0;27.4;226.3;19.7;10;0.5
19.7;11.1;15.3;19.7;11.1;15.3;9.7;71.0;0.0;0;0.0;0.0;0.0;24.2;277.9;1025.6;68.6;23.5;149.7;13.0;5;0.52
21.0;14.0;16.9;21.0;14.0;16.9;12.2;74.2;0.0;0;0.0;0.0;0.0;24.9;266.3;1024.3;78.7;22.9;177.9;15.5;8;0.56
22.3;10.8;17.6;22.3;10.8;17.6;13.1;76.0;0.0;0;0.0;0.0;0.0;17.1;125.8;1024.3;75.5;24.7;244.5;21.0;8;0.59
26.8;14.1;21.1;27.1;14.1;21.1;13.5;64.6;0.0;0;0.0;0.0;0.0;22.4;178.6;1020.4;83.9;23.7;244.8;21.2;9;0.62
29.6;14.6;23.0;29.2;14.6;22.8;12.9;54.7;0.0;0;0.0;0.0;0.0;18.7;167.1;1015.4;62.4;30.2;215.4;18.7;9;0.66
26.2;15.3;20.4;26.2;15.3;20.4;14.7;70.7;0.0;0;0.0;0.0;0.0;23.7;323.1;1010.2;82.7;21.8;173.7;15.1;8;0.69
18.6;13.1;15.9;18.6;13.1;15.9;10.7;71.9;0.0;0;0.0;0.0;0.0;25.1;306.4;1018.6;87.7;23.9;114.1;9.9;4;0.75
18.0;11.2;15.0;18.0;11.2;15.0;9.0;68.1;0.0;0;0.0;0.0;0.0;14.9;341.1;1024.2;87.8;23.3;128.4;11.1;4;0.76
20.1;11.3;15.5;20.1;11.3;15.5;9.9;70.9;0.0;0;0.0;0.0;0.0;17.9;90.8;1020.0;79.9;28.3;196.3;17.1;8;0.79
22.5;14.1;18.3;22.5;14.1;18.3;15.3;83.4;4.915;100;8.33;0.0;0.0;26.7;188.1;1011.1;90.4;17.5;130.1;11.0;8;0.82
22.6;15.1;18.6;22.6;15.1;18.6;14.4;77.2;4.13;100;12.5;0.0;0.0;29.8;212.4;1004.5;72.4;18.9;215.0;18.6;10;0.86
18.7;13.8;15.7;18.7;13.8;15.7;11.5;77.2;1.984;100;4.17;0.0;0.0;36.8;290.2;1010.7;86.3;20.9;143.9;12.8;9;0.89
16.9;11.3;14.1;16.9;11.3;14.1;7.8;67.3;0.0;0;0.0;0.0;0.0;19.7;298.5;1022.0;87.7;22.3;154.5;13.3;8;0.92
16.6;7.9;13.3;16.6;7.7;13.2;8.1;72.0;0.0;0;0.0;0.0;0.0;16.5;103.9;1020.3;84.0;25.2;124.1;10.8;4;0.96
17.9;10.7;14.8;17.9;10.7;14.8;10.8;77.6;0.0;0;0.0;0.0;0.0;14.8;76.2;1016.4;84.4;24.9;124.9;10.8;7;0.0
21.3;11.1;17.0;21.3;11.1;17.0;12.9;77.7;0.37;100;4.17;0.0;0.0;21.4;186.7;1016.9;83.8;21.4;104.1;8.9;3;0.02
20.0;16.7;18.0;20.0;16.7;18.0;16.4;90.5;6.362;100;16.67;0.0;0.0;21.0;237.6;1014.4;92.1;14.6;88.7;7.6;5;0.06
18.2;12.9;15.7;18.2;12.9;15.7;13.2;86.1;5.838;100;12.5;0.0;0.0;13.8;40.1;1016.9;88.5;14.4;116.0;10.0;4;0.09
